IDTournament|Year|Duration|Timestamp|Draw|Indoor|Surface|TournamentPrize|IDPlayer|IDOpponent|Win|RoundNumber|TournamentStart|TournamentEnd|Scores|WinnerScores|LoserScores|TieBreakScores|Retirement|Aces|BreakPointsConverted|BreakPointsConvertedTotal|BreakPointsSaved|BreakPointsSavedTotal|DoubleFaults|FirstServe|FirstServePointsWon|FirstServePointsWonTotal|FirstServeReturnPointsWon|FirstServeReturnPointsWonTotal|FirstServeTotal|ReturnGamesPlayed|SecondServePointsWon|SecondServePointsWonTotal|SecondServeReturnPointsWon|SecondServeReturnPointsWonTotal|ServiceGamesPlayed|TotalPointsWon|TotalPointsWonTotal|TotalReturnPointsWon|TotalReturnPointsWonTotal|TotalServicePointsWon|TotalServicePointsWonTotal|p|r|t|y
1|2013|114|13569084005|32|0|Hard|$385150|161|210|0|5|31.12.2012|06.01.2013|['4', '6', '5']|['6', '1', '7']|['4', '6', '5']|['-1', '-1', '-1']|0|8|4|6|5|9|1|47|30|47|11|45|83|14|22|36|26|46|15|89|174|37|91|52|83|PD31|5|0891|2013
1|2013|91|13569084005|32|0|Hard|$385150|206|186|1|5|31.12.2012|06.01.2013|['6', '7']|['6', '7']|['2', '6']|['-1', '6']|0|5|3|7|3|4|3|45|32|45|18|49|71|10|18|26|13|23|10|81|143|31|72|50|71|BH09|5|0891|2013
1|2013|91|13569084005|32|0|Hard|$385150|186|206|0|5|31.12.2012|06.01.2013|['2', '6']|['6', '7']|['2', '6']|['-1', '6']|0|5|1|4|4|7|2|49|31|49|13|45|72|10|10|23|8|26|10|62|143|21|71|41|72|BH09|5|0891|2013
1|2013|70|13569084005|32|0|Hard|$385150|182|176|1|5|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['2', '4']|['-1', '-1']|0|9|5|8|0|2|1|32|27|32|15|34|46|9|6|14|17|27|9|65|107|32|61|33|46|T742|5|0891|2013
1|2013|70|13569084005|32|0|Hard|$385150|176|182|0|5|31.12.2012|06.01.2013|['2', '4']|['6', '6']|['2', '4']|['-1', '-1']|0|6|2|2|3|8|0|34|19|34|5|32|61|9|10|27|8|14|9|42|107|13|46|29|61|T742|5|0891|2013
1|2013|114|13569084006|32|0|Hard|$385150|226|210|1|6|31.12.2012|06.01.2013|['3', '6', '6']|['3', '6', '6']|['6', '1', '4']|['-1', '-1', '-1']|0|3|4|9|3|5|3|62|44|62|10|46|95|13|13|33|24|39|13|91|180|34|85|57|95|BD06|6|0891|2013
1|2013|114|13569084006|32|0|Hard|$385150|210|226|0|6|31.12.2012|06.01.2013|['6', '1', '4']|['3', '6', '6']|['6', '1', '4']|['-1', '-1', '-1']|0|15|2|5|5|9|6|46|36|46|18|62|85|13|15|39|20|33|13|89|180|38|95|51|85|BD06|6|0891|2013
1|2013|125|13569084006|32|0|Hard|$385150|182|206|1|6|31.12.2012|06.01.2013|['4', '6', '6']|['4', '6', '6']|['6', '2', '2']|['-1', '-1', '-1']|0|9|4|9|5|6|0|50|36|50|14|48|81|13|18|31|23|38|13|91|167|37|86|54|81|T742|6|0891|2013
1|2013|125|13569084006|32|0|Hard|$385150|206|182|0|6|31.12.2012|06.01.2013|['6', '2', '2']|['4', '6', '6']|['6', '2', '2']|['-1', '-1', '-1']|0|8|1|6|5|9|5|48|34|48|14|50|86|13|15|38|13|31|13|76|167|27|81|49|86|T742|6|0891|2013
1|2013|109|13569084007|32|0|Hard|$385150|182|226|1|7|31.12.2012|06.01.2013|['3', '6', '6']|['3', '6', '6']|['6', '1', '3']|['-1', '-1', '-1']|0|8|4|7|0|1|1|37|32|37|21|52|66|13|14|29|12|27|12|79|145|33|79|46|66|T742|7|0891|2013
1|2013|109|13569084007|32|0|Hard|$385150|226|182|0|7|31.12.2012|06.01.2013|['6', '1', '3']|['3', '6', '6']|['6', '1', '3']|['-1', '-1', '-1']|0|5|1|1|3|7|3|52|31|52|5|37|79|12|15|27|15|29|13|66|145|20|66|46|79|T742|7|0891|2013
2|2013|154|13569084003|32|0|Hard|$1054720|170|47|1|3|31.12.2012|06.01.2013|['5', '6', '6']|['5', '6', '6']|['7', '3', '2']|['-1', '-1', '-1']|0|2|4|10|4|6|5|55|41|55|24|64|86|14|17|31|19|37|15|101|187|43|101|58|86|F401|3|0451|2013
2|2013|154|13569084003|32|0|Hard|$1054720|47|170|0|3|31.12.2012|06.01.2013|['7', '3', '2']|['5', '6', '6']|['7', '3', '2']|['-1', '-1', '-1']|0|14|2|6|6|10|3|64|40|64|14|55|101|15|18|37|14|31|14|86|187|28|86|58|101|F401|3|0451|2013
2|2013|57|13569084003|32|0|Hard|$1054720|152|43|1|3|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['1', '2']|['-1', '-1']|0|3|6|8|1|2|2|24|17|24|13|25|39|8|9|15|15|23|7|54|87|28|48|26|39|K839|3|0451|2013
2|2013|57|13569084003|32|0|Hard|$1054720|43|152|0|3|31.12.2012|06.01.2013|['1', '2']|['6', '6']|['1', '2']|['-1', '-1']|0|3|1|2|2|8|4|25|12|25|7|24|48|7|8|23|6|15|8|33|87|13|39|20|48|K839|3|0451|2013
2|2013|106|13569084003|32|0|Hard|$1054720|214|88|1|3|31.12.2012|06.01.2013|['7', '6']|['7', '6']|['6', '1']|['4', '-1']|0|0|3|6|3|4|1|49|35|49|8|31|71|9|12|22|19|34|10|74|136|27|65|47|71|L503|3|0451|2013
2|2013|106|13569084003|32|0|Hard|$1054720|88|214|0|3|31.12.2012|06.01.2013|['6', '1']|['7', '6']|['6', '1']|['4', '-1']|0|2|1|4|3|6|2|31|23|31|14|49|65|10|15|34|10|22|9|62|136|24|71|38|65|L503|3|0451|2013
2|2013|90|13569084003|32|0|Hard|$1054720|116|83|1|3|31.12.2012|06.01.2013|['6', '7']|['6', '7']|['2', '6']|['-1', '2']|0|3|4|12|5|7|4|44|30|44|24|51|76|10|17|32|14|24|10|85|151|38|75|47|76|R685|3|0451|2013
2|2013|90|13569084003|32|0|Hard|$1054720|83|116|0|3|31.12.2012|06.01.2013|['2', '6']|['6', '7']|['2', '6']|['-1', '2']|0|0|2|7|8|12|3|51|27|51|14|44|75|10|10|24|15|32|10|66|151|29|76|37|75|R685|3|0451|2013
2|2013|138|13569084003|32|0|Hard|$1054720|196|174|1|3|31.12.2012|06.01.2013|['4', '7', '6']|['4', '7', '6']|['6', '6', '1']|['-1', '3', '-1']|0|5|4|6|6|8|1|66|46|66|8|45|103|15|21|37|28|45|14|103|193|36|90|67|103|Y061|3|0451|2013
2|2013|138|13569084003|32|0|Hard|$1054720|174|196|0|3|31.12.2012|06.01.2013|['6', '6', '1']|['4', '7', '6']|['6', '6', '1']|['-1', '3', '-1']|0|12|2|8|2|6|3|45|37|45|20|66|90|14|17|45|16|37|15|90|193|36|103|54|90|Y061|3|0451|2013
2|2013|74|13569084003|32|0|Hard|$1054720|250|275|1|3|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['2', '3']|['-1', '-1']|0|2|3|3|4|4|0|47|33|47|16|38|59|8|8|12|8|11|9|65|108|24|49|41|59|D402|3|0451|2013
2|2013|74|13569084003|32|0|Hard|$1054720|275|250|0|3|31.12.2012|06.01.2013|['2', '3']|['6', '6']|['2', '3']|['-1', '-1']|0|1|0|4|0|3|0|38|22|38|14|47|49|9|3|11|4|12|8|43|108|18|59|25|49|D402|3|0451|2013
2|2013|148|13569084003|32|0|Hard|$1054720|135|126|1|3|31.12.2012|06.01.2013|['6', '6', '7']|['6', '6', '7']|['3', '7', '6']|['-1', '3', '2']|0|6|2|10|3|4|2|69|52|69|22|75|101|16|21|32|21|48|17|116|224|43|123|73|101|BA98|3|0451|2013
2|2013|148|13569084003|32|0|Hard|$1054720|126|135|0|3|31.12.2012|06.01.2013|['3', '7', '6']|['6', '6', '7']|['3', '7', '6']|['-1', '3', '2']|0|13|1|4|8|10|4|75|53|75|17|69|123|17|27|48|11|32|16|108|224|28|101|80|123|BA98|3|0451|2013
2|2013|76|13569084003|32|0|Hard|$1054720|21|181|1|3|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['4', '2']|['-1', '-1']|0|7|5|9|4|6|1|44|29|44|13|29|59|9|8|15|19|31|9|69|119|32|60|37|59|K540|3|0451|2013
2|2013|76|13569084003|32|0|Hard|$1054720|181|21|0|3|31.12.2012|06.01.2013|['4', '2']|['6', '6']|['4', '2']|['-1', '-1']|0|6|2|6|4|9|4|29|16|29|15|44|60|9|12|31|7|15|9|50|119|22|59|28|60|K540|3|0451|2013
2|2013|69|13569084003|32|0|Hard|$1054720|50|260|1|3|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['4', '4']|['-1', '-1']|0|6|2|4|2|2|2|43|36|43|7|31|57|10|7|14|11|25|10|61|113|18|56|43|57|BC72|3|0451|2013
2|2013|69|13569084003|32|0|Hard|$1054720|260|50|0|3|31.12.2012|06.01.2013|['4', '4']|['6', '6']|['4', '4']|['-1', '-1']|0|6|0|2|2|4|6|31|24|31|7|43|56|10|14|25|7|14|10|52|113|14|57|38|56|BC72|3|0451|2013
2|2013|42|13569084003|32|0|Hard|$1054720|67|122|1|3|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['0', '0']|['-1', '-1']|0|4|6|7|2|2|1|22|19|22|12|16|31|6|6|9|12|15|6|49|62|24|31|25|31|SK47|3|0451|2013
2|2013|42|13569084003|32|0|Hard|$1054720|122|67|0|3|31.12.2012|06.01.2013|['0', '0']|['6', '6']|['0', '0']|['-1', '-1']|0|0|0|2|1|7|2|16|4|16|3|22|31|6|3|15|3|9|6|13|62|6|31|7|31|SK47|3|0451|2013
2|2013|48|13569084003|32|0|Hard|$1054720|215|23|1|3|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['0', '3']|['-1', '-1']|0|3|6|9|2|4|4|37|26|37|21|30|51|7|6|14|7|11|8|60|92|28|41|32|51|MC65|3|0451|2013
2|2013|48|13569084003|32|0|Hard|$1054720|23|215|0|3|31.12.2012|06.01.2013|['0', '3']|['6', '6']|['0', '3']|['-1', '-1']|0|0|2|4|3|9|1|30|9|30|11|37|41|8|4|11|8|14|7|32|92|19|51|13|41|MC65|3|0451|2013
2|2013|76|13569084003|32|0|Hard|$1054720|267|248|1|3|31.12.2012|06.01.2013|['7', '6']|['7', '6']|['6', '1']|['5', '-1']|0|6|2|6|1|1|0|41|34|41|9|37|59|9|12|18|13|24|10|68|120|22|61|46|59|K435|3|0451|2013
2|2013|76|13569084003|32|0|Hard|$1054720|248|267|0|3|31.12.2012|06.01.2013|['6', '1']|['7', '6']|['6', '1']|['5', '-1']|0|7|0|1|4|6|1|37|28|37|7|41|61|10|11|24|6|18|9|52|120|13|59|39|61|K435|3|0451|2013
2|2013|105|13569084003|32|0|Hard|$1054720|195|4|1|3|31.12.2012|06.01.2013|['6', '3', '6']|['6', '3', '6']|['3', '6', '4']|['-1', '-1', '-1']|0|7|2|9|3|4|2|50|39|50|14|50|81|14|19|31|14|33|14|86|164|28|83|58|81|T840|3|0451|2013
2|2013|105|13569084003|32|0|Hard|$1054720|4|195|0|3|31.12.2012|06.01.2013|['3', '6', '4']|['6', '3', '6']|['3', '6', '4']|['-1', '-1', '-1']|0|3|1|4|7|9|1|50|36|50|11|50|83|14|19|33|12|31|14|78|164|23|81|55|83|T840|3|0451|2013
2|2013|115|13569084003|32|0|Hard|$1054720|25|72|1|3|31.12.2012|06.01.2013|['6', '2', '6']|['6', '2', '6']|['1', '6', '4']|['-1', '-1', '-1']|0|4|3|7|5|7|3|43|33|43|16|49|89|12|25|46|16|29|13|90|167|32|78|58|89|L797|3|0451|2013
2|2013|115|13569084003|32|0|Hard|$1054720|72|25|0|3|31.12.2012|06.01.2013|['1', '6', '4']|['6', '2', '6']|['1', '6', '4']|['-1', '-1', '-1']|0|8|2|7|4|7|3|49|33|49|10|43|78|13|13|29|21|46|12|77|167|31|89|46|78|L797|3|0451|2013
2|2013|111|13569084003|32|0|Hard|$1054720|94|63|1|3|31.12.2012|06.01.2013|['6', '3', '6']|['6', '3', '6']|['2', '6', '4']|['-1', '-1', '-1']|0|4|6|12|0|4|3|41|27|41|20|52|75|14|18|34|24|42|13|89|169|44|94|45|75|Z189|3|0451|2013
2|2013|111|13569084003|32|0|Hard|$1054720|63|94|0|3|31.12.2012|06.01.2013|['2', '6', '4']|['6', '3', '6']|['2', '6', '4']|['-1', '-1', '-1']|0|2|4|4|6|12|4|52|32|52|14|41|94|13|18|42|16|34|14|80|169|30|75|50|94|Z189|3|0451|2013
2|2013|76|13569084003|32|0|Hard|$1054720|22|278|1|3|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['3', '4']|['-1', '-1']|0|6|3|4|3|4|3|32|23|32|9|32|60|9|17|28|13|22|10|62|114|22|54|40|60|G628|3|0451|2013
2|2013|76|13569084003|32|0|Hard|$1054720|278|22|0|3|31.12.2012|06.01.2013|['3', '4']|['6', '6']|['3', '4']|['-1', '-1']|0|2|1|4|1|4|0|32|23|32|9|32|54|10|9|22|11|28|9|52|114|20|60|32|54|G628|3|0451|2013
2|2013|79|13569084004|32|0|Hard|$1054720|170|152|1|4|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['3', '2']|['-1', '-1']|0|2|4|6|5|6|0|45|28|45|9|30|61|8|11|16|16|22|9|64|113|25|52|39|61|F401|4|0451|2013
2|2013|79|13569084004|32|0|Hard|$1054720|152|170|0|4|31.12.2012|06.01.2013|['3', '2']|['6', '6']|['3', '2']|['-1', '-1']|0|0|1|6|2|6|1|30|21|30|17|45|52|9|6|22|5|16|8|49|113|22|61|27|52|F401|4|0451|2013
2|2013|65|13569084004|32|0|Hard|$1054720|214|116|1|4|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['0', '4']|['-1', '-1']|0|1|5|10|0|1|0|25|20|25|14|31|42|8|11|17|17|25|8|62|98|31|56|31|42|L503|4|0451|2013
2|2013|65|13569084004|32|0|Hard|$1054720|116|214|0|4|31.12.2012|06.01.2013|['0', '4']|['6', '6']|['0', '4']|['-1', '-1']|0|2|1|1|5|10|1|31|17|31|5|25|56|8|8|25|6|17|8|36|98|11|42|25|56|L503|4|0451|2013
2|2013|101|13569084004|32|0|Hard|$1054720|250|196|1|4|31.12.2012|06.01.2013|['7', '6']|['7', '6']|['5', '3']|['-1', '-1']|0|1|2|6|1|1|1|43|33|43|17|40|67|10|14|24|13|34|11|77|141|30|74|47|67|D402|4|0451|2013
2|2013|101|13569084004|32|0|Hard|$1054720|196|250|0|4|31.12.2012|06.01.2013|['5', '3']|['7', '6']|['5', '3']|['-1', '-1']|0|3|0|1|4|6|2|40|23|40|10|43|74|11|21|34|10|24|10|64|141|20|67|44|74|D402|4|0451|2013
2|2013|110|13569084004|32|0|Hard|$1054720|135|21|1|4|31.12.2012|06.01.2013|['2', '6', '6']|['2', '6', '6']|['6', '4', '4']|['-1', '-1', '-1']|0|7|4|5|2|6|2|41|33|41|16|45|68|14|12|27|18|40|14|79|153|34|85|45|68|BA98|4|0451|2013
2|2013|110|13569084004|32|0|Hard|$1054720|21|135|0|4|31.12.2012|06.01.2013|['6', '4', '4']|['2', '6', '6']|['6', '4', '4']|['-1', '-1', '-1']|0|6|4|6|1|5|3|45|29|45|8|41|85|14|22|40|15|27|14|74|153|23|68|51|85|BA98|4|0451|2013
2|2013|102|13569084004|32|0|Hard|$1054720|50|67|1|4|31.12.2012|06.01.2013|['4', '6', '6']|['4', '6', '6']|['6', '3', '2']|['-1', '-1', '-1']|0|9|4|7|4|6|1|56|43|56|12|49|86|13|17|30|16|26|14|88|161|28|75|60|86|BC72|4|0451|2013
2|2013|102|13569084004|32|0|Hard|$1054720|67|50|0|4|31.12.2012|06.01.2013|['6', '3', '2']|['4', '6', '6']|['6', '3', '2']|['-1', '-1', '-1']|0|4|2|6|3|7|1|49|37|49|13|56|75|14|10|26|13|30|13|73|161|26|86|47|75|BC72|4|0451|2013
2|2013|124|13569084004|32|0|Hard|$1054720|215|267|1|4|31.12.2012|06.01.2013|['6', '2', '6']|['6', '2', '6']|['4', '6', '4']|['-1', '-1', '-1']|0|10|2|8|5|7|0|63|43|63|18|52|94|14|15|31|11|33|14|87|179|29|85|58|94|MC65|4|0451|2013
2|2013|124|13569084004|32|0|Hard|$1054720|267|215|0|4|31.12.2012|06.01.2013|['4', '6', '4']|['6', '2', '6']|['4', '6', '4']|['-1', '-1', '-1']|0|2|2|7|6|8|1|52|34|52|20|63|85|14|22|33|16|31|14|92|179|36|94|56|85|MC65|4|0451|2013
2|2013|79|13569084004|32|0|Hard|$1054720|25|195|1|4|31.12.2012|06.01.2013|['6', '7']|['6', '7']|['3', '5']|['-1', '-1']|0|5|4|9|0|1|2|33|26|33|17|44|59|11|15|26|11|24|10|69|127|28|68|41|59|L797|4|0451|2013
2|2013|79|13569084004|32|0|Hard|$1054720|195|25|0|4|31.12.2012|06.01.2013|['3', '5']|['6', '7']|['3', '5']|['-1', '-1']|0|9|1|1|5|9|1|44|27|44|7|33|68|10|13|24|11|26|11|58|127|18|59|40|68|L797|4|0451|2013
2|2013|164|13569084004|32|0|Hard|$1054720|22|94|1|4|31.12.2012|06.01.2013|['6', '6', '7']|['6', '6', '7']|['7', '4', '6']|['7', '-1', '3']|0|14|2|6|7|8|5|64|49|64|19|84|117|17|31|53|25|42|17|124|243|44|126|80|117|G628|4|0451|2013
2|2013|164|13569084004|32|0|Hard|$1054720|94|22|0|4|31.12.2012|06.01.2013|['7', '4', '6']|['6', '6', '7']|['7', '4', '6']|['7', '-1', '3']|0|17|1|8|4|6|1|84|65|84|15|64|126|17|17|42|22|53|17|119|243|37|117|82|126|G628|4|0451|2013
2|2013|62|13569084005|32|0|Hard|$1054720|170|214|1|5|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['3', '0']|['-1', '-1']|0|4|4|7|0|0|2|30|23|30|13|30|45|7|10|15|15|19|8|61|94|28|49|33|45|F401|5|0451|2013
2|2013|62|13569084005|32|0|Hard|$1054720|214|170|0|5|31.12.2012|06.01.2013|['3', '0']|['6', '6']|['3', '0']|['-1', '-1']|0|2|0|0|3|7|2|30|17|30|7|30|49|8|4|19|5|15|7|33|94|12|45|21|49|F401|5|0451|2013
2|2013|50|13569084005|32|0|Hard|$1054720|250|135|1|5|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['1', '1']|['-1', '-1']|0|0|5|5|0|0|0|27|21|27|15|20|37|7|7|10|7|12|7|50|69|22|32|28|37|D402|5|0451|2013
2|2013|50|13569084005|32|0|Hard|$1054720|135|250|0|5|31.12.2012|06.01.2013|['1', '1']|['6', '6']|['1', '1']|['-1', '-1']|0|0|0|0|0|5|0|20|5|20|6|27|32|7|5|12|3|10|7|19|69|9|37|10|32|D402|5|0451|2013
2|2013|63|13569084005|32|0|Hard|$1054720|50|215|1|5|31.12.2012|06.01.2013|['6', '7']|['6', '7']|['1', '5']|['-1', '-1']|0|5|4|5|1|2|1|44|34|44|12|36|61|9|11|17|9|12|10|66|109|21|48|45|61|BC72|5|0451|2013
2|2013|63|13569084005|32|0|Hard|$1054720|215|50|0|5|31.12.2012|06.01.2013|['1', '5']|['6', '7']|['1', '5']|['-1', '-1']|0|8|1|2|1|5|4|36|24|36|10|44|48|10|3|12|6|17|9|43|109|16|61|27|48|BC72|5|0451|2013
2|2013|71|13569084005|32|0|Hard|$1054720|22|25|1|5|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['1', '3']|['-1', '-1']|0|8|5|10|3|4|1|33|24|33|14|32|51|8|9|18|18|26|8|65|109|32|58|33|51|G628|5|0451|2013
2|2013|71|13569084005|32|0|Hard|$1054720|25|22|0|5|31.12.2012|06.01.2013|['1', '3']|['6', '6']|['1', '3']|['-1', '-1']|0|2|1|4|5|10|2|32|18|32|9|33|58|8|8|26|9|18|8|44|109|18|51|26|58|G628|5|0451|2013
2|2013|65|13569084006|32|0|Hard|$1054720|250|170|1|6|31.12.2012|06.01.2013|['6', '6']|['6', '6']|['2', '3']|['-1', '-1']|0|0|4|11|0|0|0|26|22|26|18|41|38|9|10|12|9|15|8|59|94|27|56|32|38|D402|6|0451|2013
2|2013|65|13569084006|32|0|Hard|$1054720|170|250|0|6|31.12.2012|06.01.2013|['2', '3']|['6', '6']|['2', '3']|['-1', '-1']|0|0|0|0|7|11|0|41|23|41|4|26|56|8|6|15|2|12|9|35|94|6|38|29|56|D402|6|0451|2013
2|2013|98|13569084006|32|0|Hard|$1054720|22|50|1|6|31.12.2012|06.01.2013|['7', '7']|['7', '7']|['5', '5']|['-1', '-1']|0|7|2|6|3|3|0|44|37|44|17|60|71|12|16|27|12|19|12|82|150|29|79|53|71|G628|6|0451|2013
2|2013|98|13569084006|32|0|Hard|$1054720|50|22|0|6|31.12.2012|06.01.2013|['5', '5']|['7', '7']|['5', '5']|['-1', '-1']|0|10|0|3|4|6|1|60|43|60|7|44|79|12|7|19|11|27|12|68|150|18|71|50|79|G628|6|0451|2013
2|2013|150|13569084007|32|0|Hard|$1054720|22|250|1|7|31.12.2012|06.01.2013|['3', '7', '6']|['3', '7', '6']|['6', '6', '3']|['-1', '4', '-1']|0|5|4|13|4|7|5|54|36|54|32|82|90|16|20|36|16|31|14|104|203|48|113|56|90|G628|7|0451|2013
2|2013|150|13569084007|32|0|Hard|$1054720|250|22|0|7|31.12.2012|06.01.2013|['6', '6', '3']|['3', '7', '6']|['6', '6', '3']|['-1', '4', '-1']|0|2|3|7|9|13|1|82|50|82|18|54|113|14|15|31|16|36|16|99|203|34|90|65|113|G628|7|0451|2013
3|2013|85|13575132003|32|0|Hard|$433400|249|210|1|3|07.01.2013|13.01.2013|['6', '2', '6']|['6', '2', '6']|['3', '6', '2']|['-1', '-1', '-1']|0|6|5|7|4|7|7|40|32|40|11|40|66|13|11|26|24|38|12|78|144|35|78|43|66|L575|3|0301|2013
3|2013|85|13575132003|32|0|Hard|$433400|210|249|0|3|07.01.2013|13.01.2013|['3', '6', '2']|['6', '2', '6']|['3', '6', '2']|['-1', '-1', '-1']|0|13|3|7|2|7|5|40|29|40|8|40|78|12|14|38|15|26|13|66|144|23|66|43|78|L575|3|0301|2013
3|2013|70|13575132003|32|0|Hard|$433400|25|214|1|3|07.01.2013|13.01.2013|['6', '6']|['6', '6']|['3', '3']|['-1', '-1']|0|10|3|9|3|3|1|32|26|32|18|45|51|9|13|19|11|23|9|68|119|29|68|39|51|L797|3|0301|2013
3|2013|70|13575132003|32|0|Hard|$433400|214|25|0|3|07.01.2013|13.01.2013|['3', '3']|['6', '6']|['3', '3']|['-1', '-1']|0|6|0|3|6|9|3|45|27|45|6|32|68|9|12|23|6|19|9|51|119|12|51|39|68|L797|3|0301|2013
3|2013|74|13575132003|32|0|Hard|$433400|163|3|1|3|07.01.2013|13.01.2013|['7', '6']|['7', '6']|['6', '2']|['5', '-1']|0|2|5|5|1|4|0|32|20|32|17|44|60|10|17|28|9|14|10|63|118|26|58|37|60|BD20|3|0301|2013
3|2013|74|13575132003|32|0|Hard|$433400|3|163|0|3|07.01.2013|13.01.2013|['6', '2']|['7', '6']|['6', '2']|['5', '-1']|0|3|3|4|0|5|2|44|27|44|12|32|58|10|5|14|11|28|10|55|118|23|60|32|58|BD20|3|0301|2013
3|2013|97|13575132003|32|0|Hard|$433400|230|13|1|3|07.01.2013|13.01.2013|['3', '6', '7']|['3', '6', '7']|['6', '3', '5']|['-1', '-1', '-1']|0|14|2|5|1|2|1|65|49|65|5|43|93|15|15|28|16|36|15|85|172|21|79|64|93|SF36|3|0301|2013
3|2013|97|13575132003|32|0|Hard|$433400|13|230|0|3|07.01.2013|13.01.2013|['6', '3', '5']|['3', '6', '7']|['6', '3', '5']|['-1', '-1', '-1']|0|5|1|2|3|5|1|43|38|43|16|65|79|15|20|36|13|28|15|87|172|29|93|58|79|SF36|3|0301|2013
3|2013|113|13575132003|32|0|Hard|$433400|215|174|1|3|07.01.2013|13.01.2013|['6', '6', '6']|['6', '6', '6']|['7', '3', '4']|['2', '-1', '-1']|0|19|3|7|8|9|6|54|42|54|9|53|103|15|29|49|19|36|16|99|192|28|89|71|103|MC65|3|0301|2013
3|2013|113|13575132003|32|0|Hard|$433400|174|215|0|3|07.01.2013|13.01.2013|['7', '3', '4']|['6', '6', '6']|['7', '3', '4']|['2', '-1', '-1']|0|5|1|9|4|7|2|53|44|53|12|54|89|16|17|36|20|49|15|93|192|32|103|61|89|MC65|3|0301|2013
3|2013|82|13575132003|32|0|Hard|$433400|54|20|1|3|07.01.2013|13.01.2013|['7', '6']|['7', '6']|['6', '2']|['7', '-1']|0|11|2|5|3|3|1|32|25|32|16|51|56|10|21|24|10|20|10|72|127|26|71|46|56|J361|3|0301|2013
3|2013|82|13575132003|32|0|Hard|$433400|20|54|0|3|07.01.2013|13.01.2013|['6', '2']|['7', '6']|['6', '2']|['7', '-1']|0|4|0|3|3|5|3|51|35|51|7|32|71|10|10|20|3|24|10|55|127|10|56|45|71|J361|3|0301|2013
3|2013|137|13575132003|32|0|Hard|$433400|178|221|1|3|07.01.2013|13.01.2013|['4', '7', '6']|['4', '7', '6']|['6', '6', '4']|['-1', '5', '-1']|0|2|2|17|0|2|2|61|47|61|20|72|90|16|19|29|25|50|16|111|212|45|122|66|90|BA23|3|0301|2013
3|2013|137|13575132003|32|0|Hard|$433400|221|178|0|3|07.01.2013|13.01.2013|['6', '6', '4']|['4', '7', '6']|['6', '6', '4']|['-1', '5', '-1']|0|11|2|2|15|17|10|72|52|72|14|61|122|16|25|50|10|29|16|101|212|24|90|77|122|BA23|3|0301|2013
3|2013|57|13575132003|32|0|Hard|$433400|31|108|1|3|07.01.2013|13.01.2013|['6', '6']|['6', '6']|['2', '2']|['-1', '-1']|0|2|4|6|0|0|1|27|23|27|9|30|40|8|9|13|16|21|8|57|91|25|51|32|40|L799|3|0301|2013
3|2013|57|13575132003|32|0|Hard|$433400|108|31|0|3|07.01.2013|13.01.2013|['2', '2']|['6', '6']|['2', '2']|['-1', '-1']|0|2|0|0|2|6|0|30|21|30|4|27|51|8|5|21|4|13|8|34|91|8|40|26|51|L799|3|0301|2013
3|2013|134|13575132003|32|0|Hard|$433400|5|88|1|3|07.01.2013|13.01.2013|['6', '5', '6']|['6', '5', '6']|['2', '7', '2']|['-1', '-1', '-1']|0|0|6|11|6|9|4|50|36|50|17|54|89|14|21|39|25|42|14|99|185|42|96|57|89|R397|3|0301|2013
3|2013|134|13575132003|32|0|Hard|$433400|88|5|0|3|07.01.2013|13.01.2013|['2', '7', '2']|['6', '5', '6']|['2', '7', '2']|['-1', '-1', '-1']|0|7|3|9|5|11|1|54|37|54|14|50|96|14|17|42|18|39|14|86|185|32|89|54|96|R397|3|0301|2013
3|2013|122|13575132003|32|0|Hard|$433400|8|258|1|3|07.01.2013|13.01.2013|['7', '3', '6']|['7', '3', '6']|['6', '6', '3']|['4', '-1', '-1']|0|13|3|7|2|5|2|51|41|51|19|51|93|15|22|42|14|42|15|96|186|33|93|63|93|M680|3|0301|2013
3|2013|122|13575132003|32|0|Hard|$433400|258|8|0|3|07.01.2013|13.01.2013|['6', '6', '3']|['7', '3', '6']|['6', '6', '3']|['4', '-1', '-1']|0|5|3|5|4|7|4|51|32|51|10|51|93|15|28|42|20|42|15|90|186|30|93|60|93|M680|3|0301|2013
3|2013|41|13575132003|32|0|Hard|$433400|185|176|1|3|07.01.2013|13.01.2013|['6', '6']|['6', '6']|['1', '0']|['-1', '-1']|0|4|5|8|0|0|0|29|23|29|9|20|36|6|5|7|13|16|7|50|72|22|36|28|36|G725|3|0301|2013
